index,Name,Address,Category,Phone,Website,Maps_url
69,Markandey Silk Sarees,"21\1\732\A\4, Gopal Market, Rekabgunj, Hyderabad, Telangana 500002",Clothing store,,,https://www.bing.com/maps?cp=17.36713409423828%7E78.47545623779297&lvl=16.0&q=Markandey%20Silk%20Sarees%20%2C%2021%5C1%5C732%5CA%5C4%2C%20Gopal%20Market%2C%20Rekabgunj%2C%20Hyderabad%2C%20Telangana%20500002
70,Sri Gayathri Silk Sarees,"Sultan Bazar Cross Road, Opposite Bata, Sultan Bazar, Hyderabad, Telangana 500095",Clothing store,040 2465 1945,https://www.facebook.com/people/Sri-Gaayatri-Silks-and-Sarees/100068124019220/,https://www.bing.com/maps?cp=17.387027740478516%7E78.48640441894531&lvl=16.0&q=Sri%20Gayathri%20Silk%20Sarees%20%2C%20Sultan%20Bazar%20Cross%20Road%2C%20Opposite%20Bata%2C%20Sultan%20Bazar%2C%20Hyderabad%2C%20Telangana%20500095
71,Sri Radha Krishna Silk Palace,"11 to 14, Babukhan Estate, Basheerbagh, Hyderabad, Telangana",Clothing store,040 2323 0391,https://radhakrishnasilks.com/,https://www.bing.com/maps?cp=17.401111602783203%7E78.47493743896484&lvl=16.0&q=Sri%20Radha%20Krishna%20Silk%20Palace%20%2C%2011%20to%2014%2C%20Babukhan%20Estate%2C%20Basheerbagh%2C%20Hyderabad%2C%20Telangana
72,Sabyasachi,"Plot No 14, Road Number 10, Banjara Hills, Gaffar Khan Colony, Hyderabad, Telangana 500034",Clothing store,093901 35109,https://sabyasachi.com/,https://www.bing.com/maps?cp=17.415061950683594%7E78.4466552734375&lvl=16.0&q=Sabyasachi%20%2C%20Plot%20No%2014%2C%20Road%20Number%2010%2C%20Banjara%20Hills%2C%20Gaffar%20Khan%20Colony%2C%20Hyderabad%2C%20Telangana%20500034
73,Taneira Sarees,"14, 8-2-293/174/14/G9, BNR Colony, BN Reddy Colony, Banjara Hills, Hyderabad, Telangana",Saree shop,,https://www.taneira.com/,https://www.bing.com/maps?cp=17.422658920288086%7E78.42818450927734&lvl=16.0&q=Taneira%20Sarees%20%2C%2014%2C%208-2-293%2F174%2F14%2FG9%2C%20BNR%20Colony%2C%20BN%20Reddy%20Colony%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana
74,Kanchi Designers,"8\2\120\120\1\50, 10 Banjara Hills, Hyderabad, Telangana 500034",Saree shop,091820 75118,https://kanjivaramsilks.com/,https://www.bing.com/maps?cp=17.41645622253418%7E78.43297576904297&lvl=16.0&q=Kanchi%20Designers%20%2C%208%5C2%5C120%5C120%5C1%5C50%2C%2010%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana%20500034
75,Mugdha - Secunderabad Patny Center - Luxury Sarees Store In Hyderabad,"Chandralok Complex, Plot No.110, Door No.1-2-166 To 193, SD Road, Beside Manju Theater, Secunderabad, Telangana",Women's clothing store,073373 93430,https://mugdha.co/,https://www.bing.com/maps?cp=17.441761016845703%7E78.48749542236328&lvl=16.0&q=Mugdha%20-%20Secunderabad%20Patny%20Center%20-%20Luxury%20Sarees%20Store%20In%20Hyderabad%20%2C%20Chandralok%20Complex%2C%20Plot%20No.110%2C%20Door%20No.1-2-166%20To%20193%2C%20SD%20Road%2C%20Beside%20Manju%20Theater%2C%20Secunderabad%2C%20Telangana
76,Garden Vareli,"6-1-1062/2, Sri Venkateswara Hotel Road, Near Lakdikapul Metro Station, Lakdikapul, Hyderabad, Telangana 500057",Clothing store,0261 231 1197,,https://www.bing.com/maps?cp=17.405229568481445%7E78.4639892578125&lvl=16.0&q=Garden%20Vareli%20%2C%206-1-1062%2F2%2C%20Sri%20Venkateswara%20Hotel%20Road%2C%20Near%20Lakdikapul%20Metro%20Station%2C%20Lakdikapul%2C%20Hyderabad%2C%20Telangana%20500057
77,M/S JAWARIA SILK CENTRE,"94on Tara Chand Market New Cloth Road, Hyderabad, Sindh",Saree shop,,,https://www.bing.com/maps?cp=17.409685134887695%7E78.46399688720703&lvl=16.0&q=M%2FS%20JAWARIA%20SILK%20CENTRE%20%2C%2094on%20Tara%20Chand%20Market%20New%20Cloth%20Road%2C%20Hyderabad%2C%20Sindh
78,Rajkamal Saree Mandir,"4\1\938\1, 4\1\938\A, Rajkamal Silk And Sarees, 1, Tilak Road, Hyderabad, Telangana 500001",Clothing store,093962 24100,,https://www.bing.com/maps?cp=17.38677406311035%7E78.48616790771484&lvl=16.0&q=Rajkamal%20Saree%20Mandir%20%2C%204%5C1%5C938%5C1%2C%204%5C1%5C938%5CA%2C%20Rajkamal%20Silk%20And%20Sarees%2C%201%2C%20Tilak%20Road%2C%20Hyderabad%2C%20Telangana%20500001
79,"Taneira Sarees (Banjara Hills, Hyderabad)","No 8-3-293/174/14/G9, BNR Colony, Road No 14, Banjara Hills, Near Ratnadeep KBR Park, Hyderabad, Telangana 500034",Saree shop,091003 67497,https://stores.taneira.com/taneira/saree-store-in-hyderabad/saree-store-in-banjara-hills/taneira-showroom-in-banjara-hills-hyderabad--c693daf9-7b3b-4648-b846-6e17a9a6020e/home,https://www.bing.com/maps?cp=17.422748565673828%7E78.4280014038086&lvl=16.0&q=Taneira%20Sarees%20(Banjara%20Hills%2C%20Hyderabad)%20%2C%20No%208-3-293%2F174%2F14%2FG9%2C%20BNR%20Colony%2C%20Road%20No%2014%2C%20Banjara%20Hills%2C%20Near%20Ratnadeep%20KBR%20Park%2C%20Hyderabad%2C%20Telangana%20500034
80,Balaji Silk Sarees,"13\1\1146\A\37, Mahalaxmi Nagar, Hyderabad, Telangana 500006",Clothing store,,,https://www.bing.com/maps?cp=17.379776000976562%7E78.46062469482422&lvl=16.0&q=Balaji%20Silk%20Sarees%20%2C%2013%5C1%5C1146%5CA%5C37%2C%20Mahalaxmi%20Nagar%2C%20Hyderabad%2C%20Telangana%20500006
81,Rithika Suits & Dress Materials,"2-1-191, 2-1-143, General Bazar, Kalasiguda, Telangana 500003",Clothing store,088224 47744,https://www.rithikasuits.com/,https://www.bing.com/maps?cp=17.439245223999023%7E78.49443817138672&lvl=16.0&q=Rithika%20Suits%20%26%20Dress%20Materials%20%2C%202-1-191%2C%202-1-143%2C%20General%20Bazar%2C%20Kalasiguda%2C%20Telangana%20500003
82,Garden Vareli,"Rd Number 1, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500482",Saree shop,040 2335 4075,,https://www.bing.com/maps?cp=17.408607482910156%7E78.45055389404297&lvl=16.0&q=Garden%20Vareli%20%2C%20Rd%20Number%201%2C%20Mithila%20Nagar%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana%20500482
83,Unnati silk saree Banaras,"152, Venkateshwara Colony, Venkateshwara Hills, Banjara Hills, Hyderabad, Telangana",Saree shop,,https://www.youtube.com/channel/UCiJ6X1qO8akHJOSicRld0WQ,https://www.bing.com/maps?cp=17.428001403808594%7E78.444091796875&lvl=16.0&q=Unnati%20silk%20saree%20Banaras%20%2C%20152%2C%20Venkateshwara%20Colony%2C%20Venkateshwara%20Hills%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana
84,New Nazakat Silk Sarees,"21\1\653\A\2, Mohammed Akber Hussain, Rikab Gunj, Hyderabad, Telangana 500002",Clothing store,,,https://www.bing.com/maps?cp=17.367603302001953%7E78.47569274902344&lvl=16.0&q=New%20Nazakat%20Silk%20Sarees%20%2C%2021%5C1%5C653%5CA%5C2%2C%20Mohammed%20Akber%20Hussain%2C%20Rikab%20Gunj%2C%20Hyderabad%2C%20Telangana%20500002
85,Karnataka Silk Industries Corporation Limited,"Elephant House, 12, Ground Floor, Ameerpet Cross Road, Hyderabad, Telangana 500016",Clothing store,040 2341 1092,https://ksicsilk.com/,https://www.bing.com/maps?cp=17.43349266052246%7E78.44646453857422&lvl=16.0&q=Karnataka%20Silk%20Industries%20Corporation%20Limited%20%2C%20Elephant%20House%2C%2012%2C%20Ground%20Floor%2C%20Ameerpet%20Cross%20Road%2C%20Hyderabad%2C%20Telangana%20500016
86,Rajyalakshmi Heritage Banaras Sarees,"3 Banjara Hills Road No 10, Shaikpet, Telangana 500034",Saree shop,091600 66626,https://rajyalakshmi.co.in/,https://www.bing.com/maps?cp=17.41865348815918%7E78.43578338623047&lvl=16.0&q=Rajyalakshmi%20Heritage%20Banaras%20Sarees%20%2C%203%20Banjara%20Hills%20Road%20No%2010%2C%20Shaikpet%2C%20Telangana%20500034
87,"Taneira Sarees (Jubilee Hills, Hyderabad)","Shop No 8-2-293/82/A/500, Road Number 36, Jubilee Hills, Opposite Metro Pillar No 1664, Hyderabad, Telangana 500033",Saree shop,083675 78888,https://stores.taneira.com/taneira/saree-store-in-hyderabad/saree-store-in-jubilee-hills/taneira-showroom-in-jubilee-hills-hyderabad--00ec354d-f18b-4f32-8fc3-62fc7640a053/home,https://www.bing.com/maps?cp=17.42872428894043%7E78.42137908935547&lvl=16.0&q=Taneira%20Sarees%20(Jubilee%20Hills%2C%20Hyderabad)%20%2C%20Shop%20No%208-2-293%2F82%2FA%2F500%2C%20Road%20Number%2036%2C%20Jubilee%20Hills%2C%20Opposite%20Metro%20Pillar%20No%201664%2C%20Hyderabad%2C%20Telangana%20500033
88,Raj Shree Designer Sarees,"14-5-3 Begum Bazar Road, Hyderabad, Telangana 500012",Women's clothing store,090309 14938,,https://www.bing.com/maps?cp=17.374601364135742%7E78.46762084960938&lvl=16.0&q=Raj%20Shree%20Designer%20Sarees%20%2C%2014-5-3%20Begum%20Bazar%20Road%2C%20Hyderabad%2C%20Telangana%20500012
