index,Name,Address,Category,Phone,Avg_review,Reviews,Maps_url
73,"KLM Fashion Mall, Dilshukh Nagar",·,Shopping mall,040 6636 3636,3.9,"(7,211)","https://www.google.com/maps/place/KLM+Fashion+Mall,+Dilshukh+Nagar/data=!4m7!3m6!1s0x3bcb99fa2032522d:0x440349e0b904e85b!8m2!3d17.368269!4d78.522775!16s%2Fg%2F11f3n9zr5_!19sChIJLVIyIPqZyzsRW-gEueBJA0Q?authuser=0&hl=en&rclk=1"
74,Prajay Shopping Mall,·,Shopping mall,1800 4254 6464,4.0,(329),https://www.google.com/maps/place/Prajay+Shopping+Mall/data=!4m7!3m6!1s0x3bcb98bddda6eb71:0xa35655d317924041!8m2!3d17.3551564!4d78.5451684!16s%2Fg%2F1vqmgtw5!19sChIJceum3b2YyzsRQUCSF9NVVqM?authuser=0&hl=en&rclk=1
75,Mirra Kamshetty Mall,"9GWH+8H8, Bapu Nagar Rd",Shopping mall,093978 86754,4.1,(504),https://www.google.com/maps/place/Mirra+Kamshetty+Mall/data=!4m7!3m6!1s0x3bcb990f7e3fac9d:0x34a7aa38d8d610d2!8m2!3d17.3957966!4d78.52894!16s%2Fg%2F1q2vxs_tb!19sChIJnaw_fg-ZyzsR0hDW2DiqpzQ?authuser=0&hl=en&rclk=1
76,Sky Mall Multiplex,·,Shopping mall,,3.8,(376),https://www.google.com/maps/place/Sky+Mall+Multiplex/data=!4m7!3m6!1s0x3bcb91fb1c017375:0xc70ab48db44453d!8m2!3d17.4567193!4d78.4378606!16s%2Fg%2F11kc0c7lgg!19sChIJdXMBHPuRyzsRPUVE20ircAw?authuser=0&hl=en&rclk=1
77,South Dreams Mall,"21-1-487, NH 44",Shopping mall,,4.3,(36),https://www.google.com/maps/place/South+Dreams+Mall/data=!4m7!3m6!1s0x3bcb9788705a00ed:0xf036033b3e77efe8!8m2!3d17.3684399!4d78.4733407!16s%2Fg%2F11b_22jn1b!19sChIJ7QBacIiXyzsR6O93PjsDNvA?authuser=0&hl=en&rclk=1
78,J.S.R SHOPPING MALL,,Shopping mall,,4.2,(84),https://www.google.com/maps/place/J.S.R+SHOPPING+MALL/data=!4m7!3m6!1s0x3bcb976673e5fb0f:0x2469c898b6a93973!8m2!3d17.373826!4d78.4162563!16s%2Fg%2F11r_xcl2g0!19sChIJD_vlc2aXyzsRczmptpjIaSQ?authuser=0&hl=en&rclk=1
79,Pvt market kothapet dilsukhnagar Hyderabad 500035,·,Shopping mall,,4.1,"(6,616)",https://www.google.com/maps/place/Pvt+market+kothapet+dilsukhnagar+Hyderabad+500035/data=!4m7!3m6!1s0x3bcb98e959015689:0xfe758eee6bc055ac!8m2!3d17.367185!4d78.5385176!16s%2Fg%2F11cn7tczwy!19sChIJiVYBWemYyzsRrFXAa-6Odf4?authuser=0&hl=en&rclk=1
80,Asian Satyam Mall,·,Shopping mall,,4.2,(684),https://www.google.com/maps/place/Asian+Satyam+Mall/data=!4m7!3m6!1s0x3bcb9108321933bd:0xb45ea95e2e33edbe!8m2!3d17.4371889!4d78.4484324!16s%2Fg%2F11sr_wk_rt!19sChIJvTMZMgiRyzsRvu0zLl6pXrQ?authuser=0&hl=en&rclk=1
81,The Chennai Shopping Mall - A S Rao Nagar,·,Shopping mall,040 2712 5233,4.0,"(3,733)",https://www.google.com/maps/place/The+Chennai+Shopping+Mall+-+A+S+Rao+Nagar/data=!4m7!3m6!1s0x3bcb9b783bf0547f:0x73e08173730ad31d!8m2!3d17.4804943!4d78.5557488!16s%2Fg%2F1pp2ty87s!19sChIJf1TwO3ibyzsRHdMKc3OB4HM?authuser=0&hl=en&rclk=1
82,Maangalya Shopping Mall,NH 65,Shopping mall,040 2988 5353,3.8,"(2,822)",https://www.google.com/maps/place/Maangalya+Shopping+Mall/data=!4m7!3m6!1s0x3bcb93435f498351:0x6b686d731eaa965b!8m2!3d17.4955783!4d78.3412706!16s%2Fg%2F11fj4vlspn!19sChIJUYNJX0OTyzsRW5aqHnNtaGs?authuser=0&hl=en&rclk=1
83,Sriven Mall,Sriven Grand Mall Bolarum Road Adj Reddy's Labs Miyapur,Shopping mall,087904 44088,3.7,(860),https://www.google.com/maps/place/Sriven+Mall/data=!4m7!3m6!1s0x3bcb920cc0fcf565:0x6d701f51434fe200!8m2!3d17.5066279!4d78.3621133!16s%2Fg%2F11b825lk19!19sChIJZfX8wAySyzsRAOJPQ1EfcG0?authuser=0&hl=en&rclk=1
84,"KLM Fashion Mall, Suchithra",·,Shopping mall,040 2723 5260,3.9,"(2,186)","https://www.google.com/maps/place/KLM+Fashion+Mall,+Suchithra/data=!4m7!3m6!1s0x3bcb9b6f0d92002d:0x5cd18bd768b5a062!8m2!3d17.5045843!4d78.4782127!16s%2Fg%2F11fcvbj5qn!19sChIJLQCSDW-byzsRYqC1aNeL0Vw?authuser=0&hl=en&rclk=1"
85,Vaishnavi Onyx-1,·,Shopping mall,,4.1,(220),https://www.google.com/maps/place/Vaishnavi+Onyx-1/data=!4m7!3m6!1s0x3bcb99772150cb11:0x77cdeba7cd01551c!8m2!3d17.3581133!4d78.5445419!16s%2Fg%2F11gmdk26l3!19sChIJEctQIXeZyzsRHFUBzafrzXc?authuser=0&hl=en&rclk=1
86,Sanali Mall,·,Shopping mall,,3.9,(192),https://www.google.com/maps/place/Sanali+Mall/data=!4m7!3m6!1s0x3bcb99d813735e99:0x93e79acf7b624d95!8m2!3d17.393116!4d78.4759621!16s%2Fg%2F11h7rr08x7!19sChIJmV5zE9iZyzsRlU1ie8-a55M?authuser=0&hl=en&rclk=1
87,J.C Brother's family Shopping Mall,·,Shopping mall,,4.2,(194),https://www.google.com/maps/place/J.C+Brother%27s+family+Shopping+Mall/data=!4m7!3m6!1s0x3bcb910e426291d1:0x403725bc2a4020c!8m2!3d17.4934636!4d78.4034341!16s%2Fg%2F11p5qp9d_4!19sChIJ0ZFiQg6RyzsRDAKkwltyAwQ?authuser=0&hl=en&rclk=1
88,Downtown Mall,·,Shopping mall,,4.0,(530),https://www.google.com/maps/place/Downtown+Mall/data=!4m7!3m6!1s0x3bcb9771d0421005:0x2d204ce2c23ce5fe!8m2!3d17.4044223!4d78.4610985!16s%2Fg%2F11gk8nvcdz!19sChIJBRBC0HGXyzsR_uU8wuJMIC0?authuser=0&hl=en&rclk=1
89,South India Shopping Mall Textile & Jewellery– Patny,"No.1-1-76 to 82, Opp: Head Post Office, Rashtrapati Rd",Shopping mall,077999 65656,4.0,"(4,039)",https://www.google.com/maps/place/South+India+Shopping+Mall+Textile+%26+Jewellery%E2%80%93+Patny/data=!4m7!3m6!1s0x3a350000000001b9:0x332a287a86c885!8m2!3d17.4421439!4d78.495777!16s%2Fg%2F11_q3k7mx!19sChIJuQEAAAAANToRhciGeigqMwA?authuser=0&hl=en&rclk=1
90,"KLM Fashion Mall, Chandanagar",·,Shopping mall,040 2988 3972,3.9,"(3,361)","https://www.google.com/maps/place/KLM+Fashion+Mall,+Chandanagar/data=!4m7!3m6!1s0x3bcb93313885c305:0x9cb15c866408a62!8m2!3d17.4948003!4d78.3329226!16s%2Fg%2F11h32z96fz!19sChIJBcOFODGTyzsRYopAZsgVywk?authuser=0&hl=en&rclk=1"
91,Raja Bahadur Venkatarama Reddy Shopping Complex,"4-3-4/3, Hanuman Tekdi Rd",Shopping mall,040 2475 3561,4.0,(734),https://www.google.com/maps/place/Raja+Bahadur+Venkatarama+Reddy+Shopping+Complex/data=!4m7!3m6!1s0x3bcb99d6fb5983f9:0xdc0b2ae8ec2c9ea4!8m2!3d17.3896123!4d78.4786012!16s%2Fg%2F1tnpjgd_!19sChIJ-YNZ-9aZyzsRpJ4s7OgqC9w?authuser=0&hl=en&rclk=1
92,Sadaf Mall,4-122,Shopping mall,040 2303 2106,3.7,(200),https://www.google.com/maps/place/Sadaf+Mall/data=!4m7!3m6!1s0x3bcb929165196965:0x1942fffbab7603c!8m2!3d17.494748!4d78.323645!16s%2Fg%2F1tfd0vlg!19sChIJZWkZZZGSyzsRPGC3uv8vlAE?authuser=0&hl=en&rclk=1
93,Fortune Monarch Mall,·,Shopping mall,,3.8,(500),https://www.google.com/maps/place/Fortune+Monarch+Mall/data=!4m7!3m6!1s0x3bcb914610d4b539:0x83d7d55627921b65!8m2!3d17.4354941!4d78.4022778!16s%2Fg%2F11clzkq747!19sChIJObXUEEaRyzsRZRuSJ1bV14M?authuser=0&hl=en&rclk=1
94,SMP Towers Shopping Mall,·,Shopping mall,096664 77866,4.1,(608),https://www.google.com/maps/place/SMP+Towers+Shopping+Mall/data=!4m7!3m6!1s0x3bcb9827512ea71f:0xc822076e04c920e4!8m2!3d17.3638635!4d78.4752018!16s%2Fg%2F11dybr47f5!19sChIJH6cuUSeYyzsR5CDJBG4HIsg?authuser=0&hl=en&rclk=1
95,S.S.K.Mall,·,Shopping mall,084668 34002,3.8,(428),https://www.google.com/maps/place/S.S.K.Mall/data=!4m7!3m6!1s0x3bcb978123f151bd:0xced127ab6ba200c3!8m2!3d17.3758802!4d78.4719136!16s%2Fg%2F1ygvszzp1!19sChIJvVHxI4GXyzsRwwCia6sn0c4?authuser=0&hl=en&rclk=1
96,Lotus Square Mall,·,Shopping mall,040 2933 5527,4.2,(84),https://www.google.com/maps/place/Lotus+Square+Mall/data=!4m7!3m6!1s0x3bcb99ff9577d70b:0xd876c164d88dd9bb!8m2!3d17.3414453!4d78.5538551!16s%2Fg%2F11s0t0zqns!19sChIJC9d3lf-ZyzsRu9mN2GTBdtg?authuser=0&hl=en&rclk=1
97,Srila Mall,·,Shopping mall,,4.2,(44),https://www.google.com/maps/place/Srila+Mall/data=!4m7!3m6!1s0x3bcb99362867d4cd:0xe696b9e84a38a1ed!8m2!3d17.3887845!4d78.4755!16s%2Fg%2F11txw9z7ms!19sChIJzdRnKDaZyzsR7aE4Sui5luY?authuser=0&hl=en&rclk=1
98,Metro,·,Wholesaler,,4.2,"(16,547)",https://www.google.com/maps/place/Metro/data=!4m7!3m6!1s0x3bcb91afbbaa2369:0x9b4655075c4f42f1!8m2!3d17.4804319!4d78.4192977!16s%2Fg%2F1tfb0fzq!19sChIJaSOqu6-RyzsR8UJPXAdVRps?authuser=0&hl=en&rclk=1
99,SHREE BALAJI SHOPPING MALL,"H.No 5-4-1680/1, Sushama Sai, Plot.No 9, Hayath Nagar Rd, beside Apollo",Shopping mall,040 2412 5534,3.9,(423),https://www.google.com/maps/place/SHREE+BALAJI+SHOPPING+MALL/data=!4m7!3m6!1s0x3bcba1fc619ab359:0xd5842f5cd4758c30!8m2!3d17.3352368!4d78.5745574!16s%2Fg%2F1vljds_w!19sChIJWbOaYfyhyzsRMIx11FwvhNU?authuser=0&hl=en&rclk=1
100,C P S G V K One,·,Shopping mall,,4.2,(697),https://www.google.com/maps/place/C+P+S+G+V+K+One/data=!4m7!3m6!1s0x3bcb973696daf301:0xc116c239718a15f!8m2!3d17.4190351!4d78.4485003!16s%2Fg%2F11csswlqch!19sChIJAfPaljaXyzsRX6EYlyNsEQw?authuser=0&hl=en&rclk=1
101,"Westside | Nexus Mall, Hyderabad",·,Shopping mall,040 6461 6401,4.2,"(3,581)","https://www.google.com/maps/place/Westside+%7C+Nexus+Mall,+Hyderabad/data=!4m7!3m6!1s0x3bcb91893e50f465:0xee67d261cee5d63c!8m2!3d17.4846828!4d78.3886297!16s%2Fg%2F11btt7gt74!19sChIJZfRQPomRyzsRPNblzmHSZ-4?authuser=0&hl=en&rclk=1"
102,"KLM Fashion Mall, Vanasthalipuram",·,Shopping mall,040 4026 7778,4.0,"(2,098)","https://www.google.com/maps/place/KLM+Fashion+Mall,+Vanasthalipuram/data=!4m7!3m6!1s0x3bcb99e37c15c2d5:0x55c00ba2ed96c58d!8m2!3d17.3409711!4d78.5636361!16s%2Fg%2F11fqs_6jjq!19sChIJ1cIVfOOZyzsRjcWW7aILwFU?authuser=0&hl=en&rclk=1"
103,Westend Mall,·,Shopping mall,,4.0,(254),https://www.google.com/maps/place/Westend+Mall/data=!4m7!3m6!1s0x3bcb9184b837a7cf:0x6f82ec75d2bb9984!8m2!3d17.4355367!4d78.4022006!16s%2Fg%2F11gsc29dp_!19sChIJz6c3uISRyzsRhJm70nXsgm8?authuser=0&hl=en&rclk=1
104,nakoda shopping mall,"pathi devanandam complex main road, narsingi",Shopping mall,,4.9,(19),https://www.google.com/maps/place/nakoda+shopping+mall/data=!4m7!3m6!1s0x3bcb94466b4380bd:0x628b5c1ef8a6f273!8m2!3d17.386944!4d78.356872!16s%2Fg%2F11gdsz9x28!19sChIJvYBDa0aUyzsRc_Km-B5ci2I?authuser=0&hl=en&rclk=1
105,"KLM Fashion Mall, Peerzadiguda","Survey no.102 Plot, 1, Hyderabad - Warangal Hwy, opp. Tulip Grand Hotel",Shopping mall,,3.9,"(1,365)","https://www.google.com/maps/place/KLM+Fashion+Mall,+Peerzadiguda/data=!4m7!3m6!1s0x3bcb9f73b169609b:0xb4d6916153fb232a!8m2!3d17.4076267!4d78.5971821!16s%2Fg%2F11fnpnst0v!19sChIJm2BpsXOfyzsRKiP7U2GR1rQ?authuser=0&hl=en&rclk=1"
106,Next PREMIA,·,Shopping mall,040 4276 7884,4.0,(118),https://www.google.com/maps/place/Next+PREMIA/data=!4m7!3m6!1s0x3bcb97c00671e795:0x8b9586b2143350bb!8m2!3d17.4207099!4d78.4555743!16s%2Fg%2F11rstskcq3!19sChIJledxBsCXyzsRu1AzFLKGlYs?authuser=0&hl=en&rclk=1
107,SR SHOPPING MALL,"6-5-300/NR, Beside Kotak Mahindra Bank, Vanasthalipuram",Clothing store,,4.3,(19),https://www.google.com/maps/place/SR+SHOPPING+MALL/data=!4m7!3m6!1s0x3bcba362b74d2b9f:0x9a121d84d54359a4!8m2!3d17.3232744!4d78.5654227!16s%2Fg%2F11rhxlpp7h!19sChIJnytNt2KjyzsRpFlD1YQdEpo?authuser=0&hl=en&rclk=1
108,Galleria Mall skywalk,·,Shopping mall,1800 4254 6464,4.3,(19),https://www.google.com/maps/place/Galleria+Mall+skywalk/data=!4m7!3m6!1s0x3bcb93a61cd2a2b9:0x5b9eb8fd0b4e6124!8m2!3d17.4482821!4d78.3841516!16s%2Fg%2F11v3_1gt3g!19sChIJuaLSHKaTyzsRJGFOC_24nls?authuser=0&hl=en&rclk=1
109,Baggit | DSL Virtue Mall | Uppal | Hyderabad,·,Shopping mall,040 4567 8005,4.8,(59),https://www.google.com/maps/place/Baggit+%7C+DSL+Virtue+Mall+%7C+Uppal+%7C+Hyderabad/data=!4m7!3m6!1s0x3bcb99d2fab2436b:0x7d0d7632cc6dcba6!8m2!3d17.3998101!4d78.5552535!16s%2Fg%2F11fqbzdhm0!19sChIJa0Oy-tKZyzsRpsttzDJ2DX0?authuser=0&hl=en&rclk=1
110,Dundoo mall,·,Shopping mall,,3.9,(20),https://www.google.com/maps/place/Dundoo+mall/data=!4m7!3m6!1s0x3bcb9a177d3cf029:0xd83bd4d2364498c3!8m2!3d17.4396054!4d78.4945535!16s%2Fg%2F11b7jld4kh!19sChIJKfA8fReayzsRw5hENtLUO9g?authuser=0&hl=en&rclk=1
111,"Westside - SCC Mall, Kothaguda",·,Shopping mall,086575 18711,4.1,"(1,501)","https://www.google.com/maps/place/Westside+-+SCC+Mall,+Kothaguda/data=!4m7!3m6!1s0x3bcb93285e772607:0xe3702d4914de351d!8m2!3d17.4573386!4d78.3631955!16s%2Fg%2F11gzs18h3t!19sChIJByZ3XiiTyzsRHTXeFEktcOM?authuser=0&hl=en&rclk=1"
112,"The White Crow, Hyderabad",·,Shopping mall,063021 33751,4.2,(212),"https://www.google.com/maps/place/The+White+Crow,+Hyderabad/data=!4m7!3m6!1s0x3bcb913d8d292437:0xbf39dbe0deaf50d1!8m2!3d17.4246147!4d78.4325937!16s%2Fg%2F11mw0hbq8b!19sChIJNyQpjT2RyzsR0VCv3uDbOb8?authuser=0&hl=en&rclk=1"
113,Palika Shopping Center,"CFMX+XMP, Secunderabad Railway Station Rd",Shopping mall,,4.0,(961),https://www.google.com/maps/place/Palika+Shopping+Center/data=!4m7!3m6!1s0x3bcb9a221f17e78d:0x8a4e577fe50721e9!8m2!3d17.4349517!4d78.4992098!16s%2Fg%2F11g9q9mnl4!19sChIJjecXHyKayzsR6SEH5X9XToo?authuser=0&hl=en&rclk=1
114,S.K.Mahavir Mall,"H.No.6-3-894, Opp Jaya Gardens, Raj Bhavan Rd",Shopping mall,040 4007 2191,3.9,(14),https://www.google.com/maps/place/S.K.Mahavir+Mall/data=!4m7!3m6!1s0x3bcb90b4b988bc19:0x83656e96b12b2ce7!8m2!3d17.4271558!4d78.4570237!16s%2Fg%2F11bw4p3f0r!19sChIJGbyIubSQyzsR5ywrsZZuZYM?authuser=0&hl=en&rclk=1
115,White House,·,Shopping mall,,4.2,(995),https://www.google.com/maps/place/White+House/data=!4m7!3m6!1s0x3bcb90b710e6bac1:0xd4c4959602cf78da!8m2!3d17.435937!4d78.456348!16s%2Fg%2F11hdw8g54z!19sChIJwbrmELeQyzsR2njPApaVxNQ?authuser=0&hl=en&rclk=1
116,Max,·,Shopping mall,081210 29972,4.0,"(4,885)",https://www.google.com/maps/place/Max/data=!4m7!3m6!1s0x3bcb928a52779f7f:0x3ac64610a8966ee7!8m2!3d17.495928!4d78.3366906!16s%2Fg%2F11byx8dg1_!19sChIJf593UoqSyzsR526WqBBGxjo?authuser=0&hl=en&rclk=1
117,Inorbit Mall Play Area,·,Shopping mall,040 4488 0000,4.3,"(1,323)",https://www.google.com/maps/place/Inorbit+Mall+Play+Area/data=!4m7!3m6!1s0x3bcb91582b47e295:0x3d2d32484c62666a!8m2!3d17.4341267!4d78.387022!16s%2Fg%2F11c1pkgrjl!19sChIJleJHK1iRyzsRamZiTEgyLT0?authuser=0&hl=en&rclk=1
118,PNR EMPIRE,·,Shopping mall,,4.0,"(5,849)",https://www.google.com/maps/place/PNR+EMPIRE/data=!4m7!3m6!1s0x3bcb91ecf425e4cd:0x380ec81df8c0a54b!8m2!3d17.4956564!4d78.3995805!16s%2Fg%2F11cm2jn6xd!19sChIJzeQl9OyRyzsRS6XA-B3IDjg?authuser=0&hl=en&rclk=1
119,Max,"P No 31/1, Anutex Building, 31/2V, Ganesh Temple Rd",Shopping mall,097053 47912,3.9,"(5,181)",https://www.google.com/maps/place/Max/data=!4m7!3m6!1s0x3bcba1fa9c88df8f:0x58c7b47a6c59b2bf!8m2!3d17.3358534!4d78.5697616!16s%2Fg%2F11bwqbrhkn!19sChIJj9-InPqhyzsRv7JZbHq0x1g?authuser=0&hl=en&rclk=1
120,MPM Timesquare Mall,·,Shopping mall,099495 90009,4.0,(76),https://www.google.com/maps/place/MPM+Timesquare+Mall/data=!4m7!3m6!1s0x3bcb9734c9d9cbc9:0xb311480eeb3c80d0!8m2!3d17.4252921!4d78.4482078!16s%2Fg%2F1ptx5f3rm!19sChIJycvZyTSXyzsR0IA86w5IEbM?authuser=0&hl=en&rclk=1
121,Imperial towers by Jade infra projects,·,Shopping mall,,4.1,"(2,282)",https://www.google.com/maps/place/Imperial+towers+by+Jade+infra+projects/data=!4m7!3m6!1s0x3bcb90cf397c9385:0x3875d2e8b1eddc45!8m2!3d17.4353657!4d78.4455349!16s%2Fg%2F11cmrzsxmt!19sChIJhZN8Oc-QyzsRRdztsejSdTg?authuser=0&hl=en&rclk=1
