index,Name,Address,Category,Phone,Avg_review,Reviews,Website,Maps_url
63,Abhaya Multi-specialty Trust Hospital,·,Hospital,095151 41901,4.7,(839),http://www.abhayatrusthospitals.com/,https://www.google.com/maps/place/Abhaya+Multi-specialty+Trust+Hospital/data=!4m7!3m6!1s0x3bcb9f0803ecd3c1:0x4e03b303c1559b82!8m2!3d17.4157984!4d78.5851757!16s%2Fg%2F11qmmhym47!19sChIJwdPsAwifyzsRgptVwQOzA04?authuser=0&hl=en&rclk=1
64,Pranaam Hospitals,·,General hospital,077320 38844,4.0,"(2,721)",https://pranaamhospitals.com/,https://www.google.com/maps/place/Pranaam+Hospitals/data=!4m7!3m6!1s0x3bcb926165b68aad:0x937622231cd7ad48!8m2!3d17.4944967!4d78.342745!16s%2Fg%2F1tm1nxp1!19sChIJrYq2ZWGSyzsRSK3XHCMidpM?authuser=0&hl=en&rclk=1
65,"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",·,Hospital,080 3535 8317,4.6,"(19,046)",https://www.rainbowhospitals.in/our-centre/hyderabad/banjara-hills-road?utm_source=gmb&utm_medium=organic&utm_campaign=rainbow_hospitals,"https://www.google.com/maps/place/Rainbow+Children%E2%80%99s+Hospital+%26+BirthRight,+Banjara+Hills,+Hyderabad+-+Best+Maternity+Hospital/data=!4m7!3m6!1s0x3bcb90cab4aa6a93:0x4c1e7b85d3f3c95a!8m2!3d17.4254319!4d78.4319898!16s%2Fg%2F1tdvc0n1!19sChIJk2qqtMqQyzsRWsnz04V7Hkw?authuser=0&hl=en&rclk=1"
66,Medicover Hospitals | Best Multi-speciality Hospital in Chandanagar,·,Hospital,040 6833 4455,4.6,"(6,360)",https://www.medicoverhospitals.in/hospitals/telangana/hyderabad/chandanagar/?utm_source=google&utm_medium=organic&utm_campaign=gmb-chandanagar,https://www.google.com/maps/place/Medicover+Hospitals+%7C+Best+Multi-speciality+Hospital+in+Chandanagar/data=!4m7!3m6!1s0x3bcb9296b2a601f1:0x65b61d994b888ddb!8m2!3d17.4981672!4d78.3144054!16s%2Fg%2F1v3klj6y!19sChIJ8QGmspaSyzsR242IS5kdtmU?authuser=0&hl=en&rclk=1
67,Century Super Speciality Hospital,·,General hospital,040 6783 3333,4.1,(892),,https://www.google.com/maps/place/Century+Super+Speciality+Hospital/data=!4m7!3m6!1s0x3bcb91ecec502463:0x650935a369c14b70!8m2!3d17.4072606!4d78.4447321!16s%2Fg%2F11b6hmh4hb!19sChIJYyRQ7OyRyzsRcEvBaaM1CWU?authuser=0&hl=en&rclk=1
68,"INTEGRO HOSPITAL | Best Surgical Multi-Specialty in Mehdipatnam, Hyderabad",·,Hospital,072870 00333,4.8,(835),,"https://www.google.com/maps/place/INTEGRO+HOSPITAL+%7C+Best+Surgical+Multi-Specialty+in+Mehdipatnam,+Hyderabad/data=!4m7!3m6!1s0x3bcb9b6812fbc547:0x1b4f4f1f0f53d208!8m2!3d17.395643!4d78.4302504!16s%2Fg%2F11lpwj2m68!19sChIJR8X7EmibyzsRCNJTDx9PTxs?authuser=0&hl=en&rclk=1"
69,Sai Vani Super Speciality Hospital,·,General hospital,040 2763 4463,3.4,(413),http://www.saivanihospital.com/,https://www.google.com/maps/place/Sai+Vani+Super+Speciality+Hospital/data=!4m7!3m6!1s0x3bcb99e472c30c5b:0x86dd7bf6ad4b2f2d!8m2!3d17.4109667!4d78.4835584!16s%2Fg%2F1tjym4zb!19sChIJWwzDcuSZyzsRLS9LrfZ73YY?authuser=0&hl=en&rclk=1
70,Sri Swastik Multispecialty Hospital,·,Hospital,097055 76576,4.8,"(1,050)",,https://www.google.com/maps/place/Sri+Swastik+Multispecialty+Hospital/data=!4m7!3m6!1s0x3bcb8d49dedf440f:0xa53017994cd8bb58!8m2!3d17.5380953!4d78.3638402!16s%2Fg%2F11gr5d6zkq!19sChIJD0Tf3kmNyzsRWLvYTJkXMKU?authuser=0&hl=en&rclk=1
71,SV Super Speciality Hospital,·,Hospital,089777 10801,4.6,(206),https://svsuperspecialityhospital.com/,https://www.google.com/maps/place/SV+Super+Speciality+Hospital/data=!4m7!3m6!1s0x3bcb8fbc82821d33:0xe335fadaa1fb605e!8m2!3d17.5584337!4d78.4423797!16s%2Fg%2F11vy6pck6d!19sChIJMx2CgryPyzsRXmD7odr6NeM?authuser=0&hl=en&rclk=1
72,Apollo Hospitals | Secunderabad,·,General hospital,040 6907 1299,4.7,"(6,495)",https://www.apollohospitals.com/hyderabad/our-centres/secunderabad/,https://www.google.com/maps/place/Apollo+Hospitals+%7C+Secunderabad/data=!4m7!3m6!1s0x3bcb9f34d6e9e125:0xe4fbf3c7f84f79db!8m2!3d17.4396123!4d78.5047331!16s%2Fg%2F1tfrf6nm!19sChIJJeHp1jSfyzsR23lP-Mfz--Q?authuser=0&hl=en&rclk=1
73,Gemcare Poulomi Hospitals,·,Hospital,090329 20000,4.0,"(1,338)",https://gemcarepoulomihospitals.com/,https://www.google.com/maps/place/Gemcare+Poulomi+Hospitals/data=!4m7!3m6!1s0x3bcb9b7716c9aaa9:0xcb637f00a3ac1f34!8m2!3d17.4824323!4d78.5528198!16s%2Fg%2F1td4b_nq!19sChIJqarJFnebyzsRNB-sowB_Y8s?authuser=0&hl=en&rclk=1
74,"Sunrise Hospitals - Hayathnagar | Best Hospitals in Hayathnagar, Hyderabad | Hospitals near me | Multispeciality Hospital",·,Hospital,040 6745 1111,4.5,(656),https://www.sunrisehospitals.com/,"https://www.google.com/maps/place/Sunrise+Hospitals+-+Hayathnagar+%7C+Best+Hospitals+in+Hayathnagar,+Hyderabad+%7C+Hospitals+near+me+%7C+Multispeciality+Hospital/data=!4m7!3m6!1s0x3bcba1cf9958b563:0xae85bc2f6fdcf0c1!8m2!3d17.328009!4d78.6017297!16s%2Fg%2F11b6j5p5m_!19sChIJY7VYmc-hyzsRwfDcby-8ha4?authuser=0&hl=en&rclk=1"
75,Sunrise Hospitals - Shamshabad,·,General hospital,088866 35528,4.8,(735),https://thesunrisehospitals.com/,https://www.google.com/maps/place/Sunrise+Hospitals+-+Shamshabad/data=!4m7!3m6!1s0x3bcbbfa3fe0db909:0xad27207cb45cfa2b!8m2!3d17.2598116!4d78.3833902!16s%2Fg%2F11s3q3q8bk!19sChIJCbkN_qO_yzsRK_pctHwgJ60?authuser=0&hl=en&rclk=1
76,"CARE Hospitals Outpatient Centre, Banjara Hills | Best Hospital in Banjara Hills",·,Hospital,040 6810 6589,4.6,"(7,218)",https://www.carehospitals.com/hospital-detail/care-outpatient-centre-banjara-hills,"https://www.google.com/maps/place/CARE+Hospitals+Outpatient+Centre,+Banjara+Hills+%7C+Best+Hospital+in+Banjara+Hills/data=!4m7!3m6!1s0x3bcb9730a996204d:0xb363d9d7937ee566!8m2!3d17.4142629!4d78.4464917!16s%2Fg%2F124syyp26!19sChIJTSCWqTCXyzsRZuV-k9fZY7M?authuser=0&hl=en&rclk=1"
77,Nirvitha Hospital,·,General hospital,089788 17019,4.8,(643),,https://www.google.com/maps/place/Nirvitha+Hospital/data=!4m7!3m6!1s0x3bcb8d611adc6c55:0x37d4afe106fd48ce!8m2!3d17.5130038!4d78.3013914!16s%2Fg%2F11gwm73rqy!19sChIJVWzcGmGNyzsRzkj9BuGv1Dc?authuser=0&hl=en&rclk=1
78,APOLLO REACH NSR HOSPITAL,·,Hospital,094598 75555,4.6,(471),https://apolloreachnsrhospital.com/,https://www.google.com/maps/place/APOLLO+REACH+NSR+HOSPITAL/data=!4m7!3m6!1s0x3a3345b3b5aa0071:0x1d33928068986e0a!8m2!3d18.0326394!4d79.6308385!16s%2Fg%2F11qs6ljns8!19sChIJcQCqtbNFMzoRCm6YaICSMx0?authuser=0&hl=en&rclk=1
79,"Gleneagles Hospital, Lakdi-Ka-Pul, Hyderabad",·,General hospital,074282 92787,4.8,"(5,587)",https://www.gleneagleshospitals.co.in/gleneagles-hospital-lakdi-ka-pul-hyderabad,"https://www.google.com/maps/place/Gleneagles+Hospital,+Lakdi-Ka-Pul,+Hyderabad/data=!4m7!3m6!1s0x3bcb9742cf160941:0x4d6f95d1b9f7c8fc!8m2!3d17.4053562!4d78.4632611!16s%2Fg%2F1tjdk5zw!19sChIJQQkWz0KXyzsR_Mj3udGVb00?authuser=0&hl=en&rclk=1"
80,Shadan Hospital,·,General hospital,040 2988 6161,3.6,(204),http://www.shadan.in/,https://www.google.com/maps/place/Shadan+Hospital/data=!4m7!3m6!1s0x3bcb95c4bd211f1f:0x6f4bde55288fc9fd!8m2!3d17.3518543!4d78.3736039!16s%2Fg%2F1vmq_vcg!19sChIJHx8hvcSVyzsR_cmPKFXeS28?authuser=0&hl=en&rclk=1
81,NextGen Hospitals,·,Hospital,093914 23050,4.6,(894),http://www.nextgenhospitals.com/,https://www.google.com/maps/place/NextGen+Hospitals/data=!4m7!3m6!1s0x3bcb916e5cb65dfb:0x8a5b7a7934adf5a9!8m2!3d17.489186!4d78.396141!16s%2Fg%2F11spvwvkb9!19sChIJ-122XG6RyzsRqfWtNHl6W4o?authuser=0&hl=en&rclk=1
82,PANACEA MERIDIAN HOSPITALS,·,Hospital,073374 47446,4.4,"(1,089)",,https://www.google.com/maps/place/PANACEA+MERIDIAN+HOSPITALS/data=!4m7!3m6!1s0x3bcb92917e393827:0x7828dd00e044c3c1!8m2!3d17.508838!4d78.3001446!16s%2Fg%2F11xqsp7yf!19sChIJJzg5fpGSyzsRwcNE4ADdKHg?authuser=0&hl=en&rclk=1
83,RamdevRao Hospital,·,General hospital,040 2931 5002,3.9,"(1,169)",https://ramdevraohospital.com/,https://www.google.com/maps/place/RamdevRao+Hospital/data=!4m7!3m6!1s0x3bcb9195803b4be5:0x8a28bb602084cb7f!8m2!3d17.490283!4d78.4069437!16s%2Fg%2F1v8x0mwh!19sChIJ5Us7gJWRyzsRf8uEIGC7KIo?authuser=0&hl=en&rclk=1
84,Western Hospitals | Best Multispeciality Hospital in Lakdikapul | 24/7 Emergency Care,·,Hospital,090009 12793,4.6,(33),https://www.westernhospitals.com/,https://www.google.com/maps/place/Western+Hospitals+%7C+Best+Multispeciality+Hospital+in+Lakdikapul+%7C+24%2F7+Emergency+Care/data=!4m7!3m6!1s0x3bcb97a9f8074e61:0x1435506f1be4e796!8m2!3d17.4021722!4d78.4625317!16s%2Fg%2F11y2spqr68!19sChIJYU4H-KmXyzsRlufkG29QNRQ?authuser=0&hl=en&rclk=1
85,Arete Hospitals,·,Hospital,040 6969 6969,4.8,"(4,040)",http://www.aretehospitals.com/,https://www.google.com/maps/place/Arete+Hospitals/data=!4m7!3m6!1s0x3bcb93c934593957:0xe6f4290a6e8468b5!8m2!3d17.4278626!4d78.3750238!16s%2Fg%2F11q40dp6y6!19sChIJVzlZNMmTyzsRtWiEbgop9OY?authuser=0&hl=en&rclk=1
86,CHAVAN HOSPITALS,·,Hospital,098498 47269,4.7,(294),http://www.chavanhospitals.com/,https://www.google.com/maps/place/CHAVAN+HOSPITALS/data=!4m7!3m6!1s0x3bcba374c23ad311:0x8a30aca7e9055c5e!8m2!3d17.3139179!4d78.5087636!16s%2Fg%2F11kz3x49bh!19sChIJEdM6wnSjyzsRXlwF6aesMIo?authuser=0&hl=en&rclk=1
87,"Star Hospitals | State-of-the-art Multispeciality Hospital I Nanakramguda, Financial District Hyderabad",·,Hospital,1800 102 7827,4.6,"(2,138)",https://starhospitals.in/locations/financial-district?utm_source=GMB&utm_medium=FD&utm_campaign=Financial_districts+,"https://www.google.com/maps/place/Star+Hospitals+%7C+State-of-the-art+Multispeciality+Hospital+I+Nanakramguda,+Financial+District+Hyderabad/data=!4m7!3m6!1s0x3bcb9551d08326eb:0x621fca741d454ebf!8m2!3d17.41896!4d78.3539286!16s%2Fg%2F11k9bk5jcj!19sChIJ6yaD0FGVyzsRv05FHXTKH2I?authuser=0&hl=en&rclk=1"
88,S Cure Super Specialty Hospital,·,Hospital,072228 99799,4.9,(119),https://scurehospitals.com/,https://www.google.com/maps/place/S+Cure+Super+Specialty+Hospital/data=!4m7!3m6!1s0x3bcb9d0832d960c7:0x2264ac2e05fd4cfa!8m2!3d17.4899253!4d78.6117143!16s%2Fg%2F11sd8dm265!19sChIJx2DZMgidyzsR-kz9BS6sZCI?authuser=0&hl=en&rclk=1
89,Neelima Hospital,·,General hospital,040 2371 0069,4.0,(479),,https://www.google.com/maps/place/Neelima+Hospital/data=!4m7!3m6!1s0x3bcb911c5eebe68f:0x6f5e76e963052cc2!8m2!3d17.45625!4d78.425703!16s%2Fg%2F11bbs2zcqz!19sChIJj-brXhyRyzsRwiwFY-l2Xm8?authuser=0&hl=en&rclk=1
90,Shalivahana Multi Speciality Hospital,,Hospital,088855 48000,4.3,(88),,https://www.google.com/maps/place/Shalivahana+Multi+Speciality+Hospital/data=!4m7!3m6!1s0x3bcb9992f1dd5fcf:0x99203686a5a2cd31!8m2!3d17.3725419!4d78.5229475!16s%2Fg%2F11lgqlywh6!19sChIJz1_d8ZKZyzsRMc2ipYY2IJk?authuser=0&hl=en&rclk=1
91,"District Hospital, King Koti",·,Government hospital,,4.0,(299),,"https://www.google.com/maps/place/District+Hospital,+King+Koti/data=!4m7!3m6!1s0x3bcb99da0c8c51d7:0xeea5d0fc09e6f7df!8m2!3d17.393257!4d78.4824761!16s%2Fg%2F1q2vypp8y!19sChIJ11GMDNqZyzsR3_fmCfzQpe4?authuser=0&hl=en&rclk=1"
92,"Ankura Hospital for Women & Children - Gynecologist & Pediatrician in Kukatpally, Hyderabad (This is Our New Location)",·,Hospital,090531 08108,4.4,"(3,837)",https://www.ankurahospitals.com/best-women-and-children-care-hospital-in-kphb/,"https://www.google.com/maps/place/Ankura+Hospital+for+Women+%26+Children+-+Gynecologist+%26+Pediatrician+in+Kukatpally,+Hyderabad+%28This+is+Our+New+Location%29/data=!4m7!3m6!1s0x3bcb9180e3b4b101:0x2fbe2ab928b4b06!8m2!3d17.4884021!4d78.4098096!16s%2Fg%2F11h08h26p!19sChIJAbG044CRyzsRBkuLkqvi-wI?authuser=0&hl=en&rclk=1"
93,Renova Hospitals - Kompally,·,General hospital,091212 41005,4.0,(321),https://renovahospitals.com/book-appointment/,https://www.google.com/maps/place/Renova+Hospitals+-+Kompally/data=!4m7!3m6!1s0x3bcb9b66462bafc3:0x6488cc66eeb6c6b4!8m2!3d17.5184281!4d78.4821754!16s%2Fg%2F11qm03qv5n!19sChIJw68rRmabyzsRtMa27mbMiGQ?authuser=0&hl=en&rclk=1
94,"Star Hospitals - B Block | Best multiSpeciality Hospital in Banjara Hills, Hyderabad",·,Hospital,091009 11911,4.9,(802),https://starhospitals.in/,"https://www.google.com/maps/place/Star+Hospitals+-+B+Block+%7C+Best+multiSpeciality+Hospital+in+Banjara+Hills,+Hyderabad/data=!4m7!3m6!1s0x3bcb971c14acd379:0x6809ba54e82f1499!8m2!3d17.4150283!4d78.4477767!16s%2Fg%2F11sk3gvx_d!19sChIJedOsFByXyzsRmRQv6FS6CWg?authuser=0&hl=en&rclk=1"
95,MEDS Hospital,·,General hospital,095732 00178,4.4,(42),,https://www.google.com/maps/place/MEDS+Hospital/data=!4m7!3m6!1s0x3bcb9790ac8ee177:0xa3be8d65ce4ccd53!8m2!3d17.3655178!4d78.4620796!16s%2Fg%2F1tptp1md!19sChIJd-GOrJCXyzsRU81MzmWNvqM?authuser=0&hl=en&rclk=1
96,Osmania General Hospital,·,General hospital,,3.5,(951),,https://www.google.com/maps/place/Osmania+General+Hospital/data=!4m7!3m6!1s0x3bcb97d8439751ef:0xa2c3252a87566ea4!8m2!3d17.3742889!4d78.4745851!16s%2Fm%2F03h47sj!19sChIJ71GXQ9iXyzsRpG5Whyolw6I?authuser=0&hl=en&rclk=1
97,Core Magnus Hospitals,·,Hospital,070759 09500,4.4,(253),,https://www.google.com/maps/place/Core+Magnus+Hospitals/data=!4m7!3m6!1s0x3bcb97840039893b:0xc815c5ab74bfbfe0!8m2!3d17.3501804!4d78.4181246!16s%2Fg%2F11s0x5bdjl!19sChIJO4k5AISXyzsR4L-_dKvFFcg?authuser=0&hl=en&rclk=1
98,Srikara Hospitals - ECIL,·,Hospital,040 4110 8108,4.7,"(3,372)",http://www.srikarahospitals.com/,https://www.google.com/maps/place/Srikara+Hospitals+-+ECIL/data=!4m7!3m6!1s0x3bcb9da5dde7c717:0x27510f786b65e18!8m2!3d17.4749154!4d78.5679608!16s%2Fg%2F1tf9lqj0!19sChIJF8fn3aWdyzsRGF62hvcQdQI?authuser=0&hl=en&rclk=1
99,Shree Veda Multispeciality Hospital | Best Hospital in Hyderabad | General Physician | 24*7 Emergency & Ambulance Services,·,Hospital,090590 45473,4.9,(481),https://www.shreevedahospitals.com/,https://www.google.com/maps/place/Shree+Veda+Multispeciality+Hospital+%7C+Best+Hospital+in+Hyderabad+%7C+General+Physician+%7C+24*7+Emergency+%26+Ambulance+Services/data=!4m7!3m6!1s0x3bcb932523e6b429:0xfcc6f7e90092d03c!8m2!3d17.5075951!4d78.3032929!16s%2Fg%2F11y5jkzl39!19sChIJKbTmIyWTyzsRPNCSAOn3xvw?authuser=0&hl=en&rclk=1
100,Bristlecone Hospital,·,Hospital,040 4599 9999,4.6,"(1,458)",http://bristleconehospitals.com/,https://www.google.com/maps/place/Bristlecone+Hospital/data=!4m7!3m6!1s0x3bcb99c841800937:0xe46b22a91991a892!8m2!3d17.3920034!4d78.4961504!16s%2Fg%2F1tdx74vq!19sChIJNwmAQciZyzsRkqiRGakia-Q?authuser=0&hl=en&rclk=1
101,Raghava Multi Speciality Hospital,·,Hospital,040 2373 2617,3.6,(122),,https://www.google.com/maps/place/Raghava+Multi+Speciality+Hospital/data=!4m7!3m6!1s0x3bcb90c5bfffffff:0x6539c51545594e18!8m2!3d17.4387656!4d78.4421569!16s%2Fg%2F1vn16zy3!19sChIJ____v8WQyzsRGE5ZRRXFOWU?authuser=0&hl=en&rclk=1
102,PACE Hospitals - Madeenaguda,·,Hospital,040 4848 6868,4.8,(356),https://www.pacehospital.com/madinaguda,https://www.google.com/maps/place/PACE+Hospitals+-+Madeenaguda/data=!4m7!3m6!1s0x3bcb933e46207413:0x29f88e7ab06ff7c!8m2!3d17.4941993!4d78.3470982!16s%2Fg%2F11fnr9g1z7!19sChIJE3QgRj6TyzsRfP8Gq-eInwI?authuser=0&hl=en&rclk=1
103,Medicover Hospitals | Best Multi-speciality Hospital in Karimnagar,·,Hospital,040 6833 4455,4.9,"(14,848)",https://www.medicoverhospitals.in/hospitals/telangana/karimnagar/?utm_source=google&utm_medium=organic&utm_campaign=gmb-karimnagar,https://www.google.com/maps/place/Medicover+Hospitals+%7C+Best+Multi-speciality+Hospital+in+Karimnagar/data=!4m7!3m6!1s0x3bccd92170000021:0x226bfdd6d44036be!8m2!3d18.441978!4d79.128878!16s%2Fg%2F11ck8jn0l6!19sChIJIQAAcCHZzDsRvjZA1Nb9ayI?authuser=0&hl=en&rclk=1
104,Woodlands Hospital,·,General hospital,040 2756 9802,4.2,(236),https://www.woodlandshospital.net/,https://www.google.com/maps/place/Woodlands+Hospital/data=!4m7!3m6!1s0x3bcb99c81c86690b:0xd2097940f76d6d12!8m2!3d17.3929529!4d78.4975817!16s%2Fg%2F1wj_rqv5!19sChIJC2mGHMiZyzsREm1t90B5CdI?authuser=0&hl=en&rclk=1
105,Telangana Hospital,·,Hospital,,3.6,(26),,https://www.google.com/maps/place/Telangana+Hospital/data=!4m7!3m6!1s0x3a345926f34b8de5:0x8b021ef30fb0847!8m2!3d17.2520106!4d80.1456119!16s%2Fg%2F11f65g_8v7!19sChIJ5Y1L8yZZNDoRRwj7MO8hsAg?authuser=0&hl=en&rclk=1
106,Vikram Hospital,·,General hospital,090300 00200,2.8,(234),,https://www.google.com/maps/place/Vikram+Hospital/data=!4m7!3m6!1s0x3bcb915c721df5e5:0xc85e12307b6bd31c!8m2!3d17.4407343!4d78.3916705!16s%2Fg%2F1tp_4vn2!19sChIJ5fUdclyRyzsRHNNrezASXsg?authuser=0&hl=en&rclk=1
107,TELANGANA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH - (TIMS),·,Government hospital,040 2956 7606,3.5,(217),,https://www.google.com/maps/place/TELANGANA+INSTITUTE+OF+MEDICAL+SCIENCES+AND+RESEARCH+-+%28TIMS%29/data=!4m7!3m6!1s0x3bcb9322ca7661f5:0xa46eb0d7d56ea6cf!8m2!3d17.4427385!4d78.3437097!16s%2Fg%2F11hfg8bg_3!19sChIJ9WF2yiKTyzsRz6Zu1dewbqQ?authuser=0&hl=en&rclk=1
108,"9M Hospitals - Gachibowli, Hyderabad",·,Hospital,090531 08108,4.5,(92),http://www.9mhospitals.com/,"https://www.google.com/maps/place/9M+Hospitals+-+Gachibowli,+Hyderabad/data=!4m7!3m6!1s0x3bcb95aa8ee2f939:0x1ca5a8d714974ba2!8m2!3d17.4175456!4d78.3633532!16s%2Fg%2F11t_g_7l0v!19sChIJOfnijqqVyzsRokuXFNeopRw?authuser=0&hl=en&rclk=1"
109,ESI Hospital,·,General hospital,1800 11 2526,3.3,(293),https://mchyderabad.esic.gov.in/,https://www.google.com/maps/place/ESI+Hospital/data=!4m7!3m6!1s0x3bcb9be29d8ccb8f:0xf99c8704c23a15b9!8m2!3d17.4316552!4d78.5530848!16s%2Fg%2F1tdqm32l!19sChIJj8uMneKbyzsRuRU6wgSHnPk?authuser=0&hl=en&rclk=1
110,People's Hospital,·,Private hospital,091009 21514,3.2,(459),https://peopleshospital.org/,https://www.google.com/maps/place/People%27s+Hospital/data=!4m7!3m6!1s0x3bcb8e1d3e66eee3:0x73ade3cd2bf0bc33!8m2!3d17.5184629!4d78.3969029!16s%2Fm%2F09ggl79!19sChIJ4-5mPh2OyzsRM7zwK83jrXM?authuser=0&hl=en&rclk=1
111,KIMS Cuddles,·,Maternity Centre,,4.9,"(9,896)",http://kimscuddles.com/,https://www.google.com/maps/place/KIMS+Cuddles/data=!4m7!3m6!1s0x3bcb93bafe1d57a5:0xd627101016a17ac8!8m2!3d17.4660189!4d78.3678641!16s%2Fg%2F11gj5j8mcn!19sChIJpVcd_rqTyzsRyHqhFhAQJ9Y?authuser=0&hl=en&rclk=1
112,Olive Sarvodaya Hospitals,·,Hospital,090103 43434,4.8,(531),http://www.olivesarvodaya.com/,https://www.google.com/maps/place/Olive+Sarvodaya+Hospitals/data=!4m7!3m6!1s0x3bcb976360e69c15:0xeff6f3d7f6c53acf!8m2!3d17.389482!4d78.4527498!16s%2Fg%2F11kbb26thg!19sChIJFZzmYGOXyzsRzzrF9tfz9u8?authuser=0&hl=en&rclk=1
113,ESIC Medical College Hospital,·,General hospital,1800 11 2526,3.3,(399),https://mchyderabad.esic.gov.in/,https://www.google.com/maps/place/ESIC+Medical+College+Hospital/data=!4m7!3m6!1s0x3bcb90dd538b5b7f:0xc4468ecb71f69a7d!8m2!3d17.4485596!4d78.4392955!16s%2Fg%2F119vqbgxz!19sChIJf1uLU92QyzsRfZr2ccuORsQ?authuser=0&hl=en&rclk=1
114,Government Area Hospital,·,Government hospital,,3.4,(391),,https://www.google.com/maps/place/Government+Area+Hospital/data=!4m7!3m6!1s0x3bcb93b3b2a3b859:0x7753996c7a15141c!8m2!3d17.4631175!4d78.3530069!16s%2Fg%2F1yh9vkc0l!19sChIJWbijsrOTyzsRHBQVemyZU3c?authuser=0&hl=en&rclk=1
115,Medicover Hospitals | Best Women & Child Hospital in Hyderabad,·,Hospital,040 6833 4455,4.8,"(3,750)",https://www.medicoverhospitals.in/woman-and-child/?utm_source=google&utm_medium=organic&utm_campaign=gmb-wc-hyderabad,https://www.google.com/maps/place/Medicover+Hospitals+%7C+Best+Women+%26+Child+Hospital+in+Hyderabad/data=!4m7!3m6!1s0x3bcb93de74faf123:0x712a57bc6c7a2aad!8m2!3d17.4551078!4d78.3774541!16s%2Fg%2F11bzt_w453!19sChIJI_H6dN6TyzsRrSp6bLxXKnE?authuser=0&hl=en&rclk=1
116,Leela Hospitals,·,General hospital,040 2383 4241,3.8,(181),,https://www.google.com/maps/place/Leela+Hospitals/data=!4m7!3m6!1s0x3bcb911b89767b6d:0x41cc7e95439bcc05!8m2!3d17.4554021!4d78.4236457!16s%2Fg%2F1tngnq_h!19sChIJbXt2iRuRyzsRBcybQ5V-zEE?authuser=0&hl=en&rclk=1
117,Raja Hospital,·,General hospital,,3.6,(258),,https://www.google.com/maps/place/Raja+Hospital/data=!4m7!3m6!1s0x3bcb90d00a55401f:0xe7aa44a01d1aefe8!8m2!3d17.4366673!4d78.4399558!16s%2Fg%2F11cs2h5yyd!19sChIJH0BVCtCQyzsR6O8aHaBEquc?authuser=0&hl=en&rclk=1
118,Medicover Hospitals | Best Multi-speciality Hospital in Begumpet,·,Hospital,040 6833 4455,4.2,"(2,222)",https://www.medicoverhospitals.in/hospitals/telangana/hyderabad/begumpet/?utm_source=google&utm_medium=organic&utm_campaign=gmb-begumpet,https://www.google.com/maps/place/Medicover+Hospitals+%7C+Best+Multi-speciality+Hospital+in+Begumpet/data=!4m7!3m6!1s0x3bcb90b76206a6df:0x4d79451619bb1943!8m2!3d17.4379479!4d78.4564953!16s%2Fg%2F11c30x5tzd!19sChIJ36YGYreQyzsRQxm7GRZFeU0?authuser=0&hl=en&rclk=1
119,Navodaya hospital,·,Hospital,092980 00019,2.6,(334),,https://www.google.com/maps/place/Navodaya+hospital/data=!4m7!3m6!1s0x3bcb9a101dca5139:0xdf672579b976664b!8m2!3d17.4590995!4d78.5005437!16s%2Fg%2F11bw7344wq!19sChIJOVHKHRCayzsRS2Z2uXklZ98?authuser=0&hl=en&rclk=1
120,Motherhood Hospitals,·,Maternity Centre,079979 91215,4.9,(215),http://motherhoodhospitals.com/,https://www.google.com/maps/place/Motherhood+Hospitals/data=!4m7!3m6!1s0x3bcb9b31538266ed:0x4d39be519c0e4dba!8m2!3d17.4586361!4d78.564592!16s%2Fg%2F11tcmpkzy1!19sChIJ7WaCUzGbyzsRuk0OnFG-OU0?authuser=0&hl=en&rclk=1
121,MGM (DR GMK) MULTI SPECIALITY CLINICS & HOSPITALS,·,General hospital,076969 64647,4.8,(31),http://www.kneereplacementsurgeries.com/,https://www.google.com/maps/place/MGM+%28DR+GMK%29+MULTI+SPECIALITY+CLINICS+%26+HOSPITALS/data=!4m7!3m6!1s0x3bcb97d04ccb5e61:0x49ec8a15b62c6ffb!8m2!3d17.4143354!4d78.4210707!16s%2Fg%2F11ty4sf7rt!19sChIJYV7LTNCXyzsR-28sthWK7Ek?authuser=0&hl=en&rclk=1
