"Google maps link","Name","Avg_review","Reviews","Category","Address","Phone"
"https://www.google.com/maps/place/Razzak+Textiles/data=!4m7!3m6!1s0x3bcb978843ffff93:0x24f6535fde1c533f!8m2!3d17.3678073!4d78.4744987!16s%2Fg%2F11g68xd991!19sChIJk___Q4iXyzsRP1Mc3l9T9iQ?authuser=0&hl=en&rclk=1","Razzak Textiles","4.8","(16)","Clothing store","3rd floor","040 2450 3649"
"https://www.google.com/maps/place/Vijay+Textile+Limited/data=!4m7!3m6!1s0x3bcb9a1c15555555:0xf4b7e0a2a7f03ec1!8m2!3d17.4426332!4d78.4891535!16s%2Fg%2F1tf6vtkw!19sChIJVVVVFRyayzsRwT7wp6Lgt_Q?authuser=0&hl=en&rclk=1","Vijay Textile Limited","4.3","(149)","Upholstery shop","Ground Floor, Surya Towers, 104, Sardar Patel Rd","040 2784 8479"
"https://www.google.com/maps/place/Sujata+Textiles/data=!4m7!3m6!1s0x4bc8667ebfe58673:0x4386913f55d01bb1!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11vrfcm_xj!19sChIJc4blv35myEsRsRvQVT-RhkM?authuser=0&hl=en&rclk=1","Sujata Textiles","5.0","(51)","Women's clothing store","",""
"https://www.google.com/maps/place/Fuso+Textiles/data=!4m7!3m6!1s0x3bcb9a1bba44f1ff:0x66012cc1037c5f6d!8m2!3d17.4416666!4d78.4912712!16s%2Fg%2F11b8_j1bpx!19sChIJ__FEuhuayzsRbV98A8EsAWY?authuser=0&hl=en&rclk=1","Fuso Textiles","4.8","(41)","Designer Clothing Store","·","099662 53581"
"https://www.google.com/maps/place/M.K.Textiles/data=!4m7!3m6!1s0x3bcb9789db5a5d53:0x31d8fda35382569e!8m2!3d17.3646838!4d78.4743399!16s%2Fg%2F1ygltgg19!19sChIJU11a24mXyzsRnlaCU6P92DE?authuser=0&hl=en&rclk=1","M.K.Textiles","4.6","(19)","Clothing store","S.No.21-2-576/1, Patel Market, Pathergatti Road & Urdu Galli","040 6632 4124"
"https://www.google.com/maps/place/Santhosh+Textiles/data=!4m7!3m6!1s0x3bcb978843ffffff:0x8c61997b613faaa7!8m2!3d17.3672048!4d78.4734184!16s%2Fg%2F1tdd3qpw!19sChIJ____Q4iXyzsRp6o_YXuZYYw?authuser=0&hl=en&rclk=1","Santhosh Textiles","4.6","(16)","Clothing store","·","040 2452 5970"
"https://www.google.com/maps/place/Ansari+Textiles/data=!4m7!3m6!1s0x3bcb97b46098e8fd:0x8136027b52f6bb07!8m2!3d17.3661708!4d78.4746385!16s%2Fg%2F11q430mljf!19sChIJ_eiYYLSXyzsRB7v2UnsCNoE?authuser=0&hl=en&rclk=1","Ansari Textiles","4.8","(25)","Women's clothing store","Shop no. 8,9,10, Platinum Tower, next to Agarwal College Road, opp. to RJ Market","093969 68046"
"https://www.google.com/maps/place/GB+Textiles+%28Dailywear+saree+Manufactures%29/data=!4m7!3m6!1s0x3bcb978824f4914d:0x2ff61e11962fb233!8m2!3d17.3673315!4d78.4747339!16s%2Fg%2F1ptxfmwxc!19sChIJTZH0JIiXyzsRM7IvlhEe9i8?authuser=0&hl=en&rclk=1","GB Textiles (Dailywear saree Manufactures)","4.3","(23)","Saree Shop","21-1-823/10, High Court Rd","096761 80296"
"https://www.google.com/maps/place/Sri+ram+textiles/data=!4m7!3m6!1s0x3bcb974948071677:0x10889214c2fef48!8m2!3d17.3669083!4d78.475395!16s%2Fg%2F11kr7f1fnz!19sChIJdxYHSEmXyzsRSO8vTCGJCAE?authuser=0&hl=en&rclk=1","Sri ram textiles","4.9","(10)","Clothing store","jvr complex, S.no 21-1-77/3","091008 27209"
"https://www.google.com/maps/place/IMRAN+TEXTILES/data=!4m7!3m6!1s0x3bcb978f490dfbb9:0x45135c8986e187b8!8m2!3d17.3643982!4d78.4738044!16s%2Fg%2F1ygltgdqk!19sChIJufsNSY-XyzsRuIfhholcE0U?authuser=0&hl=en&rclk=1","IMRAN TEXTILES","4.2","(43)","Clothing store","Shop No. 16 & 17, MB TRADE CENTRE","091604 86786"
"https://www.google.com/maps/place/Agarwal+Textile/data=!4m7!3m6!1s0x3bcb99d360e5b1ad:0xce7a894f95988b85!8m2!3d17.382818!4d78.4811047!16s%2Fg%2F11by_lxzjf!19sChIJrbHlYNOZyzsRhYuYlU-Jes4?authuser=0&hl=en&rclk=1","Agarwal Textile","4.0","(19)","Designer Clothing Store","6, Jambagh Rd","086863 56223"
"https://www.google.com/maps/place/AZIZ+TEXTILES/data=!4m7!3m6!1s0x3bcb99531b20db57:0x9324d0229216bd21!8m2!3d17.419228!4d78.495798!16s%2Fg%2F11g1mw484n!19sChIJV9sgG1OZyzsRIb0WkiLQJJM?authuser=0&hl=en&rclk=1","AZIZ TEXTILES","4.7","(30)","Men's clothing store","CF9W+M8V","083175 63410"
"https://www.google.com/maps/place/kaladhar+saree+house+%26+fabrics/data=!4m7!3m6!1s0x3bcb99a3f5017eb9:0x278404777e1e5ba4!8m2!3d17.4004874!4d78.5138!16s%2Fg%2F12hyww9_9!19sChIJuX4B9aOZyzsRpFsefncEhCc?authuser=0&hl=en&rclk=1","kaladhar saree house & fabrics","4.7","(722)","Clothing store","Near sai baba temple, DD colony, Shivam Rd",""
"https://www.google.com/maps/place/Santosh+Textiles+-+Jai+Bajrang/data=!4m7!3m6!1s0x3bcb9a1ad729dfcb:0x68474a2a305ccbb9!8m2!3d17.4371268!4d78.4870936!16s%2Fg%2F11dx8q3q08!19sChIJy98p1xqayzsRuctcMCpKR2g?authuser=0&hl=en&rclk=1","Santosh Textiles - Jai Bajrang","4.6","(19)","Clothing store","J/158","098661 14931"
"https://www.google.com/maps/place/Sheetal+Textiles/data=!4m7!3m6!1s0x3bcb99d7a17fb67f:0x63fbecbac8228317!8m2!3d17.3911283!4d78.4778671!16s%2Fg%2F11b8zd4z3n!19sChIJf7Z_odeZyzsRF4MiyLrs-2M?authuser=0&hl=en&rclk=1","Sheetal Textiles","4.4","(87)","Clothing store","Ahuja Estate, Shop No 6,7,8, Ground Floor,Surabhi Shraddha Complex","090004 61621"
"https://www.google.com/maps/place/Dinesh+Fabrics+NX/data=!4m7!3m6!1s0x3bcb9780e987276d:0xf7526a24c63c471f!8m2!3d17.3763838!4d78.4734419!16s%2Fg%2F11gb410_z2!19sChIJbSeH6YCXyzsRH0c8xiRqUvc?authuser=0&hl=en&rclk=1","Dinesh Fabrics NX","4.4","(29)","Women's clothing store","15-8-501, opp R.K Kitchen, (T.S.), Hyderabad, near Shri Mahavir Swami Jain Shwetamber Mandir","076609 72431"
"https://www.google.com/maps/place/Mahaveer+Textiles/data=!4m7!3m6!1s0x3bcb9a1a4bc0f617:0x24847c1c7b8af1db!8m2!3d17.4357456!4d78.4895068!16s%2Fg%2F1ptyn6b3d!19sChIJF_bASxqayzsR2_GKexx8hCQ?authuser=0&hl=en&rclk=1","Mahaveer Textiles","4.1","(86)","Clothing store","·","090143 54875"
"https://www.google.com/maps/place/NEW+TEXTILE+PLAZA/data=!4m7!3m6!1s0x3bcb97880e0d0b1f:0x121bfbf75258848f!8m2!3d17.368245!4d78.474181!16s%2Fg%2F11dzwd2hnx!19sChIJHwsNDoiXyzsRj4RYUvf7GxI?authuser=0&hl=en&rclk=1","NEW TEXTILE PLAZA","4.5","(46)","Saree Shop","21-1-551, GHANSI BAZAR","098857 33698"
"https://www.google.com/maps/place/Nakoda+Textiles/data=!4m7!3m6!1s0x3bcb98ec9687f7e5:0xe5653656a9ebd561!8m2!3d17.3682994!4d78.5255443!16s%2Fg%2F1vd74c70!19sChIJ5feHluyYyzsRYdXrqVY2ZeU?authuser=0&hl=en&rclk=1","Nakoda Textiles","4.0","(29)","Clothing store","Shop No.# 18, Sri Ganesh Complex, Dilsukh Nagar Main Rd, opp. Kanakadurga Temple","078932 38570"
"https://www.google.com/maps/place/Madina+textiles+Afsar+best+cloth+shop+in+hyd/data=!4m7!3m6!1s0x3bcb99b66923e3fd:0x98905280a2dc4696!8m2!3d17.3644031!4d78.4763581!16s%2Fg%2F11s21n_kz4!19sChIJ_eMjabaZyzsRlkbcooBSkJg?authuser=0&hl=en&rclk=1","Madina textiles Afsar best cloth shop in hyd","4.8","(24)","Clothing store","Shop no 22 -6, Sharan market, 282 kooch e, Kucha Naseem","099498 68880"
"https://www.google.com/maps/place/Marwa+Fabrics/data=!4m7!3m6!1s0x3bcb9704ce4e4fb3:0xc372b6c8c91d1ff1!8m2!3d17.3646118!4d78.4742893!16s%2Fg%2F11fqkc9sjq!19sChIJs09OzgSXyzsR8R8dyci2csM?authuser=0&hl=en&rclk=1","Marwa Fabrics","4.2","(51)","Clothing store","shop no 13, Urdu galli Patel market j t tower salaar, 8919347808","089193 47808"
"https://www.google.com/maps/place/Women%27s+Fabrics/data=!4m7!3m6!1s0x3bcb994630ae68dd:0x27c04b0a56b14358!8m2!3d17.3906658!4d78.4774808!16s%2Fg%2F11pzyf21p2!19sChIJ3WiuMEaZyzsRWEOxVgpLwCc?authuser=0&hl=en&rclk=1","Women's Fabrics","4.7","(29)","Clothing store","Ahuja Estate, Abids Road",""
"https://www.google.com/maps/place/Rangrez+Textiles/data=!4m7!3m6!1s0x3bcb9729a3e4297d:0x1556229361cdb359!8m2!3d17.4164562!4d78.4318024!16s%2Fg%2F11cl_582xs!19sChIJfSnkoymXyzsRWbPNYZMiVhU?authuser=0&hl=en&rclk=1","Rangrez Textiles","4.5","(11)","Clothing store","8-2, 120/1, Road No. 10","098850 19214"
"https://www.google.com/maps/place/B+k+textiles/data=!4m7!3m6!1s0x3bcb97499b953cb3:0x9f01e76ac62625e9!8m2!3d17.3650886!4d78.4746743!16s%2Fg%2F11hzy80s0k!19sChIJszyVm0mXyzsR6SUmxmrnAZ8?authuser=0&hl=en&rclk=1","B k textiles","4.4","(33)","Clothing store","#21, Urdu Galli, Pathergatti Rd",""
"https://www.google.com/maps/place/Lalitha+Textiles/data=!4m7!3m6!1s0x3bcb9b98691edeb3:0x659e92d621226ff7!8m2!3d17.4683319!4d78.5445193!16s%2Fg%2F1ygvsws0z!19sChIJs94eaZibyzsR928iIdaSnmU?authuser=0&hl=en&rclk=1","Lalitha Textiles","3.5","(4)","Clothing store","Shop No.6, Maurya Santoshimaa Apartment, D.A.V. School Lane, Road","094903 17875"
"https://www.google.com/maps/place/Raj+laxmi+Textiles+%28India%29+Pvt.ltd/data=!4m7!3m6!1s0x61b1457fa425836d:0x4f01312db9bce7d2!8m2!3d17.4123487!4d78.4080456!16s%2Fg%2F11k51bggnc!19sChIJbYMlpH9FsWER0ue8uS0xAU8?authuser=0&hl=en&rclk=1","Raj laxmi Textiles (India) Pvt.ltd","4.5","(2)","Clothing store","·","093921 87029"
"https://www.google.com/maps/place/Sri+sai+textiles/data=!4m7!3m6!1s0x3bcbbdb7925beb75:0x873ecf8136acfda7!8m2!3d17.3109892!4d78.4390798!16s%2Fg%2F11rtmcq0b3!19sChIJdetbkre9yzsRp_2sNoHPPoc?authuser=0&hl=en&rclk=1","Sri sai textiles","5.0","(2)","Clothing store","8C6Q+9JW, Kattedan Rd, opp. Swapna Talkies 35MM","098487 15274"
"https://www.google.com/maps/place/Rohans+Matching+%26+fabrics+Center,Manikonda/data=!4m7!3m6!1s0x3bcb941f2fe0a7eb:0x99b34362748f4f94!8m2!3d17.394012!4d78.3755549!16s%2Fg%2F1yh802jw7!19sChIJ66fgLx-UyzsRlE-PdGJDs5k?authuser=0&hl=en&rclk=1","Rohans Matching & fabrics Center,Manikonda","4.1","(293)","Clothing store","·","099594 11141"
"https://www.google.com/maps/place/MS+Garments+and+Textiles/data=!4m7!3m6!1s0x3bcbbd53577a3f91:0xe7345e32c36479fe!8m2!3d17.3281744!4d78.4744264!16s%2Fg%2F11g8h4ppvr!19sChIJkT96V1O9yzsR_nlkwzJeNOc?authuser=0&hl=en&rclk=1","MS Garments and Textiles","4.1","(32)","Clothing store","18-2-45/3/1, Falaknuma railway station to X road","091333 01111"
"https://www.google.com/maps/place/Kachhi+Fabrics+Hyderabad/data=!4m7!3m6!1s0x3bcb97376639b9ab:0x1c803ac2d2281c8e!8m2!3d17.366545!4d78.4747271!16s%2Fg%2F11lf931kpw!19sChIJq7k5ZjeXyzsRjhwo0sI6gBw?authuser=0&hl=en&rclk=1","Kachhi Fabrics Hyderabad","4.8","(33)","Men's clothing store","UFG/21, R J Market, 21-1-821/1, Agarwal College Rd",""
"https://www.google.com/maps/place/Ambrish+Textiles/data=!4m7!3m6!1s0x3bcb9bc845f9839b:0xe4d3469083d285c7!8m2!3d17.436568!4d78.4908685!16s%2Fg%2F11fkn0rttf!19sChIJm4P5RcibyzsRx4XSg5BG0-Q?authuser=0&hl=en&rclk=1","Ambrish Textiles","4.2","(28)","Women's clothing store","3-4-252",""
"https://www.google.com/maps/place/Gita+Krishna+Textiles/data=!4m7!3m6!1s0x3bcb98c6c5aaa4e9:0xc2f04914f1d2b9fa!8m2!3d17.3625252!4d78.543367!16s%2Fg%2F11b7vh27lt!19sChIJ6aSqxcaYyzsR-rnS8RRJ8MI?authuser=0&hl=en&rclk=1","Gita Krishna Textiles","3.7","(179)","Women's clothing store","9G7V+289, NH 65, beside R.S Brothers, Opposite Ashtalaxmi arch","096762 92914"
"https://www.google.com/maps/place/Kusum+Textiles/data=!4m7!3m6!1s0x3bcb99ce0e36d1c9:0x90975a834db9b4f1!8m2!3d17.3892267!4d78.4855693!16s%2Fg%2F1ptwf8r2t!19sChIJydE2Ds6ZyzsR8bS5TYNal5A?authuser=0&hl=en&rclk=1","Kusum Textiles","4.7","(10)","Clothing store","4-3-720, Near Old Royal Theatre","098490 62273"
"https://www.google.com/maps/place/Ramesh+Textiles/data=!4m7!3m6!1s0x3bcb9b3c5555556b:0x5c689f8b10535e42!8m2!3d17.5126057!4d78.55862!16s%2Fg%2F11bwfl26n9!19sChIJa1VVVTybyzsRQl5TEIufaFw?authuser=0&hl=en&rclk=1","Ramesh Textiles","4.8","(8)","Clothing store","8-12/1, Balaji Nagar Main Rd","099081 92820"
"https://www.google.com/maps/place/Rajesh+Silks+House/data=!4m7!3m6!1s0x3bcb97a7887dbe27:0x3e58334c01e068ad!8m2!3d17.3620232!4d78.4716482!16s%2Fg%2F11g0g_l9gk!19sChIJJ759iKeXyzsRrWjgAUwzWD4?authuser=0&hl=en&rclk=1","Rajesh Silks House","4.0","(48)","Saree Shop","·","096666 10666"
"https://www.google.com/maps/place/Madina+Textiles+and+Handloom/data=!4m7!3m6!1s0x3bcb9724736e3805:0xac525161fc341b99!8m2!3d17.3682843!4d78.4749483!16s%2Fg%2F11nxd1n53v!19sChIJBThucySXyzsRmRs0_GFRUqw?authuser=0&hl=en&rclk=1","Madina Textiles and Handloom","5.0","(4)","Clothing store","S.No 125, A/1, behind Madina Hotel",""
"https://www.google.com/maps/place/Y.S+Textiles+Suitings+and+Shirtings/data=!4m7!3m6!1s0x3bcb97cc97d57793:0x4be03c259ee8a5d3!8m2!3d17.365616!4d78.4742116!16s%2Fg%2F11gh2vhxy0!19sChIJk3fVl8yXyzsR06XoniU84Es?authuser=0&hl=en&rclk=1","Y.S Textiles Suitings and Shirtings","4.4","(10)","Men's clothing store","Shop no :11, J.T Tower, Urdu Gali","093475 74464"
"https://www.google.com/maps/place/Neelam+Binny+Textile/data=!4m7!3m6!1s0x3bcb9827e39e0e5b:0x44104c0219994880!8m2!3d17.3688083!4d78.4754233!16s%2Fg%2F1ygvswsk2!19sChIJWw6e4yeYyzsRgEiZGQJMEEQ?authuser=0&hl=en&rclk=1","Neelam Binny Textile","4.2","(13)","Uniform store","Madina Circle, High Court Rd","098852 99900"
"https://www.google.com/maps/place/MA+TEXTILE/data=!4m7!3m6!1s0x3bcb97325f36301f:0x267eb31453132e9e!8m2!3d17.3917679!4d78.4596763!16s%2Fg%2F11v10qn0jb!19sChIJHzA2XzKXyzsRni4TUxSzfiY?authuser=0&hl=en&rclk=1","MA TEXTILE","4.4","(7)","Women's clothing store","·","093906 95768"
"https://www.google.com/maps/place/INAAYA+Textiles/data=!4m7!3m6!1s0x3bcb971767ac73bd:0x4abd661a1c539e7d!8m2!3d17.3645177!4d78.4742323!16s%2Fg%2F11rmv3c8pk!19sChIJvXOsZxeXyzsRfZ5THBpmvUo?authuser=0&hl=en&rclk=1","INAAYA Textiles","4.0","(14)","Saree Shop","21-2-554, Lg-10 & Lg 22 Opp: urdu galli, Dargah Rd","070131 04131"
"https://www.google.com/maps/place/Sivaram+Textiles/data=!4m7!3m6!1s0x3bcb93371a88bbef:0xca4fd97dedd97894!8m2!3d17.5030152!4d78.3118196!16s%2Fg%2F11h0spnkgy!19sChIJ77uIGjeTyzsRlHjZ7X3ZT8o?authuser=0&hl=en&rclk=1","Sivaram Textiles","4.1","(23)","Clothing store","G836+6P4, Mumbai Hwy","098663 94738"
"https://www.google.com/maps/place/Shanker+Textiles/data=!4m7!3m6!1s0x3bcb978821c72bdb:0x18bcf13bfb71127a!8m2!3d17.3676057!4d78.4749542!16s%2Fg%2F1ygltgdv6!19sChIJ2yvHIYiXyzsRehJx-zvxvBg?authuser=0&hl=en&rclk=1","Shanker Textiles","3.7","(3)","Women's clothing store","S.No. 21-1, Gopal Market, Shop no.14, Ground Floor, 732/A, High Court Rd","099484 88465"
"https://www.google.com/maps/place/Younus+Textiles/data=!4m7!3m6!1s0x3bcb982710000001:0x92a90f2abc90ea43!8m2!3d17.3682905!4d78.4754679!16s%2Fg%2F1tg66k4m!19sChIJAQAAECeYyzsRQ-qQvCoPqZI?authuser=0&hl=en&rclk=1","Younus Textiles","3.7","(39)","Clothing store","·",""
"https://www.google.com/maps/place/Suresh+Textiles/data=!4m7!3m6!1s0x3bcb97a3eb82df21:0xbc39265051df6a2d!8m2!3d17.372019!4d78.4481522!16s%2Fg%2F11fxb95dx2!19sChIJId-C66OXyzsRLWrfUVAmObw?authuser=0&hl=en&rclk=1","Suresh Textiles","4.5","(10)","Clothing store","Karwan Rd",""
"https://www.google.com/maps/place/Zam+Zam+Textiles/data=!4m7!3m6!1s0x3bcb9827f0379f57:0x27360b64698318dc!8m2!3d17.3679186!4d78.4757877!16s%2Fg%2F1pycpp4b2!19sChIJV5838CeYyzsR3BiDaWQLNic?authuser=0&hl=en&rclk=1","Zam Zam Textiles","4.0","(20)","Women's clothing store","22-7-141, Pathergatti Rd","040 2452 3442"
"https://www.google.com/maps/place/Rooplaxmi+hyderabad/data=!4m7!3m6!1s0x3bcb98dcffffffff:0x7c32f169fee2403!8m2!3d17.3671747!4d78.5385159!16s%2Fg%2F1thtn19h!19sChIJ_____9yYyzsRAyTunxYvwwc?authuser=0&hl=en&rclk=1","Rooplaxmi hyderabad","4.1","(58)","Saree Shop","S No 12, 29, 30 & 34, Ground Floor, P V T Market, Kothapet Cross Roads, Cross Roads","092462 87462"
"https://www.google.com/maps/place/Akbar+collections/data=!4m7!3m6!1s0x3bcb9237ddade973:0x2140beb2194cd838!8m2!3d17.4641097!4d78.3665843!16s%2Fg%2F1pt_kj977!19sChIJc-mt3TeSyzsRONhMGbK-QCE?authuser=0&hl=en&rclk=1","Akbar collections","4.2","(59)","Clothing store","SRI KRISHNA RESIDENCY, 8th police battalion road","090002 81063"
"https://www.google.com/maps/place/Sri+Vijay+Laxmi+Textile+India+Private+Limited/data=!4m7!3m6!1s0x3bcb978843ffffff:0x1f93cdd53f13a2e8!8m2!3d17.3679739!4d78.4741288!16s%2Fg%2F11tp7v3m2x!19sChIJ____Q4iXyzsR6KITP9XNkx8?authuser=0&hl=en&rclk=1","Sri Vijay Laxmi Textile India Private Limited","5.0","(1)","Saree Shop","·","093945 12326"
"https://www.google.com/maps/place/ANUTEX+LKP/data=!4m7!3m6!1s0x3bcb99cd87dc821b:0xde02cca7c162d6db!8m2!3d17.4067908!4d78.4630855!16s%2Fg%2F1tdyd2bt!19sChIJG4Lch82ZyzsR29ZiwafMAt4?authuser=0&hl=en&rclk=1","ANUTEX LKP","3.9","(34)","Clothing store","Shop No1314, Ground Floor, Sunshine Complex 6-1-1064, 1198, beside Union Bank Of India, opposite Metro Puller","099488 75545"
"https://www.google.com/maps/place/Pooja+Textiles/data=!4m7!3m6!1s0x3bcb9789d0ca551f:0xf22d283c1048ad1f!8m2!3d17.365603!4d78.4749137!16s%2Fg%2F11fxymcby7!19sChIJH1XK0ImXyzsRH61IEDwoLfI?authuser=0&hl=en&rclk=1","Pooja Textiles","4.2","(10)","Clothing store","·","081064 40020"
"https://www.google.com/maps/place/Mahendra+handloom+textiles/data=!4m7!3m6!1s0x3bcb9bbfe60af885:0xc32e2102967e7271!8m2!3d17.4358731!4d78.4866268!16s%2Fg%2F11swgf41zq!19sChIJhfgK5r-byzsRcXJ-lgIhLsM?authuser=0&hl=en&rclk=1","Mahendra handloom textiles","4.9","(8)","Clothing store","2-4-665",""
"https://www.google.com/maps/place/RAGA+Textile/data=!4m7!3m6!1s0x3bcb930067a6155f:0x263ad5e65e0b5d11!8m2!3d17.4964001!4d78.334509!16s%2Fg%2F11w9r2rwm2!19sChIJXxWmZwCTyzsREV0LXubVOiY?authuser=0&hl=en&rclk=1","RAGA Textile","5.0","(7)","Saree Shop","PJR Road, beside lane Voilet and Purple, behind Women’s World","078972 55789"
"https://www.google.com/maps/place/Ayyappa+Textiles/data=!4m7!3m6!1s0x3bcb99332f6f81f3:0x4c86c9ba1b1b9ff5!8m2!3d17.4012792!4d78.5645957!16s%2Fg%2F1q5bpq6f0!19sChIJ84FvLzOZyzsR9Z8bG7rJhkw?authuser=0&hl=en&rclk=1","Ayyappa Textiles","3.4","(24)","Uniform store","2-157, Jetta Mallaiah Complex, Hyderabad - Warangal - Bhopalpatnam Highway, Uppal Main Rd","090002 06604"
"https://www.google.com/maps/place/K.M+Textiles+Wholesale.+Dupatta+%26+Leggings/data=!4m7!3m6!1s0x3bcb9793745436a5:0x5321ae39b9046200!8m2!3d17.3682319!4d78.4765768!16s%2Fg%2F11g07tgb_f!19sChIJpTZUdJOXyzsRAGIEuTmuIVM?authuser=0&hl=en&rclk=1","K.M Textiles Wholesale. Dupatta & Leggings","4.3","(6)","Women's clothing store","B/30, Ground, Abbas Tower, 22-7-268",""
"https://www.google.com/maps/place/Rajyog+Textiles+Best+wholesale+saress+Hyderabad/data=!4m7!3m6!1s0x3bcb9a1b0187aa2d:0x9604a1fdf5e6e994!8m2!3d17.4366944!4d78.4890306!16s%2Fg%2F1yhbl8gfr!19sChIJLaqHARuayzsRlOnm9f2hBJY?authuser=0&hl=en&rclk=1","Rajyog Textiles Best wholesale saress Hyderabad","4.0","(24)","Clothing store","Sunder Bhawan, 2-1-86","098850 34042"
"","","","","","",""
